0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.004938838109620216,0.0003529935552088804,0.0014702027485325223,0.9972973734261161,0.0004356273636043823,0.00016686629775256357,0.006523311704281372,0.0015947152544595433,0.0008804472665788729,0.0002259899165126984,0.000285171546996825,0.0024747029242869457,0.0011312370017017577,0.004266261797039026,0.0030124860099726087,0.000603726001050183,0.00659536825716338,0.014697514928467206,0.001228790174689647,0.012786642485918811,0.0005094008342501371,0.002083825359162093,9.33675792411946e-05,0.002782131964599522,0.023385688359888038
0.010736860930267296,0.00021500798294095318,0.0002749295574082429,2.6382582792224343e-05,8.229374191264974e-05,0.00189575215554465,0.000231650740479534,0.0016134771140817262,0.0009142459180572954,0.0010355251263187565,0.00044965240425273446,0.00031418993584508197,0.0001444313019122389,0.0008749928613887006,0.00013783500569822916,2.715987888484879e-05,9.16394353907197e-05,3.427520449723981e-05,0.00011357531609240316,0.0001135768745839979,0.013124793859215481,0.0001452699630429724,0.0004300238446063995,0.00026852766308963866,0.0011076840485470514
6.911994745515735e-07,0.0001746900887436825,2.6744282037400613e-06,8.11830563241507e-05,6.540583775141739e-05,0.0005167268633342669,6.106250878525995e-05,0.0004465436031057513,0.0001101825363813812,0.0010752507640625984,4.262271965500987e-05,0.00041732295583682394,5.8524714257966944e-05,1.3034292526358047e-05,9.858778516897873e-06,0.0018324205444685165,0.0007964296448173398,0.0007820911220194959,0.0006843449952131857,4.4767364153690024e-05,0.00018439698336997112,1.9598935193230416e-05,0.00095170844535249,0.010953672828562206,0.0008529368170194531
0.0010930008748733394,4.3060498742452906e-05,2.2125312062860285e-06,3.916911123890981e-05,0.0001875436601058028,8.065149938996345e-06,0.0005045896437734715,0.00031899807921045224,0.0063029593361532,0.00011729781700273841,0.00016144226883290323,9.06373290655947e-06,8.401797737996867e-07,7.747086807326383e-05,2.669071449740948e-06,0.0003441580165943582,0.00040371145970113025,0.00030677676572073663,0.00016377560539787895,5.114983532251398e-05,9.752656436170057e-06,4.460872803102625e-06,4.589657930946927e-06,0.0006740484453143084,0.0010902495776605192
4.552495274622948e-05,1.5593574809676597e-05,1.6589745601655947e-06,5.542828917401051e-07,1.4783565651076536e-06,2.758939534715091e-06,4.953112553277137e-07,1.2649429890725018e-05,0.0011837948155898634,7.103031900113794e-05,0.00153759401817959,0.0001640269425280987,0.0023761656967383163,7.708833499046193e-06,0.0003321876460446553,0.0009664642404790056,0.0005581508690329106,0.002281730953275652,0.0002980294164552667,0.0008327626725516596,1.6824070093575115e-07,5.585989790256844e-06,1.0546638237142571e-05,1.8551806299142873e-05,0.00011127256842285403
0.00020858194094383993,2.8367200906649303e-05,4.237398470952188e-07,9.158482347095614e-06,0.00011505447324652298,0.00041602975611148397,0.00012948692685695908,0.002526097251001184,0.0007839526640456718,0.0005961213066309534,7.780336546211362e-05,4.89104264305719e-05,0.0005072958022173941,0.00010360293936371998,0.0004948829457805376,0.006092687289373242,0.0014752000892906503,0.00023304056982582135,0.00023304056982582135,0.000445695751098458,3.214094050997757e-05,3.1830142456087323e-06,9.513536127220867e-05,0.0011044781561404323,0.00102387448864011
0.010959622616772162,0.0002169413358917362,2.0287714647311933e-05,1.1496917641711083e-07,1.892169456906094e-05,0.00015257314350198802,0.00040356925924135315,0.0006753729580494067,2.497096354984053e-05,0.0003342707194448631,0.0033039326775402434,0.00062937897034391,0.00014328624913213157,0.00024815303405268215,0.0013358964465550965,0.0021262195352271343,0.021058512223280878,0.0008886609154407605,0.002938354404169178,0.00013743456133179365,0.00020944922404940217,0.0005269905261259856,7.440362601113957e-05,0.0003108623115505401,0.0065869654589195865
1.5117692029357751e-05,2.3737893474137916e-05,5.486430522661649e-07,1.0070563201732136e-06,5.530046953698708e-05,8.101530248158264e-05,0.00018609768507016399,0.0016290062415241025,0.007269174250041966,0.015432650497516763,0.01633023329853233,0.01152913127363601,0.00019003917422447477,2.214083190129783e-05,0.0004035692592413553,7.11548825549757e-06,0.0011692483695573126,0.010449643849503655,0.0015062979301300379,0.0017571955226758783,0.0013824789078869324,0.001118645642926298,1.3804206509244414e-05,0.0024294017788359526,0.000524455232376899
0.00013242245820214597,4.7298832582547705e-05,2.924724814421891e-05,6.6481919924132215e-06,0.00016593270280066942,0.0008886609154407605,0.0003090704138589183,0.001875620286599942,0.0037344398340248795,0.0024862116306327195,0.012457286192268867,0.03796390848050583,0.007736741677058248,0.00017941938859497082,5.8890228518690794e-05,0.0003550723924546544,0.0006596488335099565,1.5310868183735075e-05,9.026417031837936e-06,1.0986314470227842e-05,3.60571341689231e-06,1.497769139206136e-06,1.5004210652288663e-05,0.0003044347977817142,0.0033829323214226476
0.000760432801097631,9.34093319477795e-06,4.610179286627048e-06,4.239348670981793e-06,4.3474475776911755e-05,0.00195569364324178,0.0016985691502433837,0.008537801738564438,0.0022516531098130143,0.02356196929717768,0.0056932353349656165,0.002702870542198394,5.4880137282789753e-05,5.342262439407653e-07,8.34833165514761e-06,3.6871522442542597e-05,2.4010860137584936e-08,0.00016205037955309849,1.1453349610747548e-05,4.1504614678844595e-06,1.9405220321302883e-06,1.2940742829244327e-07,2.118105309143214e-05,0.00013826376422511636,0.00015839295064797973
0.0003654641141246334,8.589038890477138e-06,7.04162043714421e-06,2.11297267303459e-05,1.1770133078168184e-06,0.000670150156446637,0.0010670351990266654,0.0003559315940350748,0.0008173077266197124,0.0072302854859631945,0.005693235334965581,0.00823386000081604,1.402514910015177e-06,3.6533931961663326e-06,0.00033968902150667205,0.0008413313153934661,4.378217865601561e-07,0.9995810162488705,3.3910333926302434e-08,1.0450163365466059e-05,4.406538316620616e-08,0.0011020640342550496,1.1889425579717193e-05,0.00018332029442360445,0.0019002875451599832
0.00025335006698818085,8.960369514000358e-06,0.0001418586264275998,7.111630755268621e-05,2.0348769367244608e-05,0.0006531031618367314,0.0006987139821078068,0.0006669751409556319,0.003364225997299641,0.010530669879355782,0.00014029839399714157,6.27155618976829e-08,0.00022709630293308645,1.4989403880785244e-07,5.8517820119929675e-09,1.7322935531181668e-08,9.268270329014458e-09,5.268149496958625e-06,0.015241864920708868,4.380904272830759e-07,6.894852782748252e-06,1.0340361606019744e-07,4.455247375949577e-06,0.0005159507649292435,6.558579392712596e-05
0.0001910955274877936,8.592812483199614e-06,1.0220256309663853e-06,2.7437396982260167e-06,0.00017476682198906077,5.7086055081392106e-05,0.00010578083228127358,0.001583179535613235,0.005343823936887443,0.0003806870125429644,7.475905119943248e-07,6.293500900435351e-06,2.6004034511506593e-06,8.785589726806776e-10,2.635239741192189e-09,3.757648686917956e-11,1.2787201729298786e-08,3.957412686211777e-08,2.341592922363634e-06,6.12589761319923e-05,4.847747155511106e-06,9.92385872486598e-07,1.039908374047654e-05,0.0005308225954885523,0.0005352758923826286
0.016631034533336583,0.000249487418529508,2.334434870525652e-06,3.4182385126061114e-05,2.5885430558781188e-05,0.0017535402890726472,0.0006047272288467952,0.0010999139305131146,0.0009046555438866238,8.099195357148113e-05,8.514696648697837e-05,1.0004120885057397e-07,7.026394054171865e-09,4.2935577434370297e-08,2.5608109788396027e-09,1.4860355693386675e-09,4.539197715212409e-09,9.021164791213576e-08,9.338016496443018e-09,0.00015218319163895675,1.22946370083216e-05,1.9431669373194078e-05,1.575628298402191e-05,0.00024820635945572544,0.0003385864302599397
0.0021262195352271343,1.0928271681690973e-05,2.4187298860074235e-05,2.4541182900195865e-05,9.433564960282522e-06,0.0004964578921919473,0.0007840155737922577,0.001458045695521959,0.0012082094929360208,2.6249980653337007e-05,0.001315928568078781,2.3048644056752306e-07,9.446582282119549e-11,7.803375655176186e-09,6.144959927640907e-05,8.386519693368356e-08,2.4466000256705976e-11,2.2750720221152973e-06,1.1175726401759455e-07,2.9847847998897444e-06,4.826423836076151e-05,0.0003550276109071821,0.00047122973039231497,0.00032911595116903237,0.0031769053324349947
0.0008886609154407605,1.740715542216067e-05,0.0005575308541486368,0.00024942882093519363,1.0713416283731817e-05,6.913989778571716e-05,0.000977063470588598,0.0014731471457275567,0.0007663199205364113,0.0036034819344122225,1.7949263409338134e-06,2.311357814256404e-06,3.4719954836255455e-06,3.5620268027952665e-07,1.728904508331136e-09,7.094106066466106e-08,2.4520850398323018e-05,0.00016372805579587815,4.050077705828357e-05,0.0015062054232426194,0.00039527094163008383,0.0010376693284658255,7.492381812161395e-05,0.0010666421093947069,0.00373389375417383
0.0007097458954677043,0.00036542304435081943,3.718435891497368e-06,3.383467413898156e-05,3.123730868482212e-06,0.9985476106598814,5.127975233249955e-05,0.0001805612485675345,6.92316482854885e-05,0.0001795419671866826,8.957675760556338e-07,0.00026362034640828454,0.002071875159687837,2.983759898541149e-05,4.663153453539134e-07,6.489275410385633e-08,0.014066348349495536,0.00011931362658900219,0.0007247093091770913,0.002038909254777532,0.00018217961098985277,0.00010665226185817685,0.00027408875821802566,9.069535787800608e-05,0.0008004839145373193
0.00040989494159351155,0.0002798539277896381,3.125838866140676e-05,8.109337532474048e-05,6.104350773554266e-05,4.2472312972508874e-05,0.000935318068639627,0.00024452827485111375,5.5482240060874935e-05,7.280984120350571e-05,0.00021968718891488863,2.9018553856651796e-06,1.907979657360195e-05,9.238380736403691e-08,1.428814462121966e-06,0.001248432616335489,0.0018109526206050643,7.110759485936909e-05,1.740486928497012e-05,0.00027192371577603456,0.00014327365734056986,8.740776667131867e-05,1.4495520993431112e-05,0.0010673248074550223,0.0037354467492443605
1.690009045241166e-05,5.2867090239068205e-05,1.7350913658180435e-05,4.325838797131222e-05,0.0004945963182494818,4.713029650959378e-05,5.9578899934209196e-05,0.004039461813325476,0.00023711783368031512,4.3192186095231255e-05,4.2932744571609244e-05,2.5481808654847056e-05,8.51179314226489e-07,1.2878695035171397e-07,2.0113817399001536e-06,4.165767710096927e-06,4.331888027059146e-06,2.86296959140283e-05,0.00018520703098164594,0.00012703117511832302,0.00012183023946910011,1.868482981081794e-05,8.928086885800721e-05,0.002067479037396498,0.9922875585414317
0.00014194029819236993,0.00018294369327598233,1.8371646661758209e-06,3.094327442278277e-06,0.00022537419962981444,0.003118525451341625,1.1661421559853637e-06,2.2287013235579948e-05,0.0002723684113796679,8.436357952936504e-05,0.0001726048473705046,4.1689960820949794e-05,6.667114566630663e-05,6.51511668510953e-05,0.9999686229733165,5.889108820020419e-05,8.660717256856195e-06,1.5811180508911422e-05,0.00025120617558535113,2.9985772208079563e-05,5.800173522005681e-06,0.000342233060352678,6.53495819429935e-06,6.468207946285629e-05,4.9514442607720684e-05
0.00013317279932819763,3.656618905993613e-05,5.679027792962769e-06,1.9431004455839364e-06,1.2222779737355433e-06,3.953730175835127e-06,8.693605270178696e-07,8.811427246953908e-06,3.78520191180655e-05,7.852471970105763e-06,6.265199417239447e-06,0.0001560174731501691,6.694037486639585e-06,1.3998364133162864e-05,0.00017633186997481333,0.0003898552371625617,2.0668604569140233e-06,4.4846493644524984e-08,7.335250915574476e-05,1.1046773529118549e-06,2.7109461077992597e-05,4.8122810396488145e-06,9.043652617995631e-08,3.888747254481589e-07,5.383860826359957e-05
0.01890533896265541,2.9146597852670686e-06,2.1748886604261938e-08,2.2623930402468162e-07,1.920164253013004e-06,4.954494383674071e-06,9.020927462864946e-07,5.378823464935579e-07,1.0000030422108527e-05,2.727809579222362e-06,6.485664590750798e-06,1.9323572319391582e-06,1.7683388490511455e-05,0.0002593812748426921,9.987880844955577e-07,2.096537374379191e-06,0.0003421817668530704,2.1898124247540705e-05,1.3681066178986758e-05,5.354573922759367e-07,1.0039271871927373e-09,1.1062221294232092e-08,4.942483841120108e-10,1.565722777817249e-07,6.467959253820861e-05
0.0007749006764025664,1.1705209709333241e-05,0.0071641567865489905,8.638273640218654e-07,2.6211493260145894e-07,4.5511033508686486e-05,0.0006302100745379319,2.9929104593171818e-06,1.929379710574615e-06,4.177654326807958e-06,2.290112610203824e-05,1.7449164111592278e-05,1.6292840275876747e-05,8.82013954339218e-06,5.915410710163028e-07,9.670493759040172e-07,1.5276501877237454e-06,3.4820433199524733e-06,6.451607253748716e-06,1.2888490919088297e-05,7.971218774260387e-10,1.6849478586378195e-07,3.045655336804445e-08,5.892303864978711e-08,6.257644276224425e-06
0.00013453541486870157,6.931849981571322e-05,1.4310114454867137e-05,2.163182813334679e-05,3.954993077487115e-06,5.781695453884219e-06,6.430457343610914e-06,5.408860400917529e-07,7.533347740478652e-07,4.604755428832407e-05,3.954559866286279e-06,3.829749084392957e-05,4.4004970796345375e-06,1.8260438174004528e-05,7.332787747878211e-06,2.0646513142845874e-05,1.0600931768145444e-05,1.3160750589791527e-06,3.4605231711466014e-07,2.998209695552783e-07,1.4876878990299008e-09,2.61379108265374e-07,1.9057210396989864e-08,4.149631969524089e-05,9.014585283650926e-06
0.0032943824148115174,0.009034546864898296,5.116178745161099e-05,8.09917328855066e-06,5.269931226368314e-06,5.0553659143269985e-06,0.0024210667152313827,0.00039336163695814037,6.818589538341529e-05,4.90058024488652e-05,0.00030114477280387454,9.354342492312603e-05,2.5138517608503102e-05,5.2809679537349014e-05,2.48883391246683e-05,3.536072556103744e-05,1.6829647826164797e-05,2.0493074127639345e-05,0.002515551179464959,3.0068557390481444e-09,1.2426350932201374e-07,1.3452929322886744e-06,1.2123698683148906e-05,0.004965186892050667,1.1670514964568658e-05
